GERI_ID;GERI_BESCHREIBUNG;GERI_NAME;GERI_VEGETARISCH_KNZ;GERI_ZUTATEN;BEMERKUNG;GERI_PREIS;GERI_TAEGLICH_KNZ;GERI_TATY_ID
747;Keine Beschreibung vorhanden;Gebratene Forelle in Mandelbutter mit Petersilienkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
748;Keine Beschreibung vorhanden;Vanille Milchreis mit Obstkompott;J;Keine Zutaten vorhanden;;4;N;
749;Keine Beschreibung vorhanden;Rinderhackb„llchen in Tomatensoáe mit K„se berbacken, Bandnudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
750;Keine Beschreibung vorhanden;Paprikaschote gefllt mit Gemse an Tomatensoáe, Butterreis und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
751;Keine Beschreibung vorhanden;H„hnchenbrust in Paprikasoáe, Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
752;Keine Beschreibung vorhanden;Gnocchi in B„rlauch Pesto mit Pilzragout und Salatteller;J;Keine Zutaten vorhanden;;4;N;
753;Keine Beschreibung vorhanden;Linsentopf mit Rauchspeck und Siedewurst;N;Keine Zutaten vorhanden;;5;N;
754;Keine Beschreibung vorhanden;"Rinderbraten ""Italienische Art"" mit Schalottensoáe, Ratatouille Gemse und Risoleekartoffeln ";N;Keine Zutaten vorhanden;;5;N;
390;Keine Beschreibung vorhanden;Milchreis mit Zimt, Zucker und Obstsalat;J;Keine Zutaten vorhanden;;4;N;
391;Keine Beschreibung vorhanden;Rinderhackb„llchen in Champignonsoáe, Bandnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
392;Keine Beschreibung vorhanden;Paprikaschiffchen mit Gemsecuscus, Salatteller;J;Keine Zutaten vorhanden;;4;N;
393;Keine Beschreibung vorhanden;Schnibbel-Bohnensuppe;J;Keine Zutaten vorhanden;;4;N;
394;Keine Beschreibung vorhanden;Risotto mit Spinat, Gorgonzola und Salatteller;J;Keine Zutaten vorhanden;;4;N;
395;Keine Beschreibung vorhanden;Rinderroulade mit Rotkohl und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
396;Keine Beschreibung vorhanden;"Schollenfilet ""Finkenwerder Art"" mit Specksoáe, Salzkartoffeln und Salatteller";N;Keine Zutaten vorhanden;;5;N;
397;Keine Beschreibung vorhanden;Zuchinisuppe mit K„se;J;Keine Zutaten vorhanden;;1;N;
398;Keine Beschreibung vorhanden;Grner Spargel mit Pak Choi und Kartoffeln, Salatteller;J;Keine Zutaten vorhanden;;5;N;
399;Keine Beschreibung vorhanden;H„hnchenbrust in Maiskruste, Brokkoligemse und Butterreis ;N;Keine Zutaten vorhanden;;5;N;
499;Keine Beschreibung vorhanden;Kohlrabi mit Gemsefllung in Safransoáe, Kartoffelpree und Salatteller;J;Keine Zutaten vorhanden;;4;N;
500;Keine Beschreibung vorhanden;Johannesbeer-Pfannkuchen mit Frchtequark;J;Keine Zutaten vorhanden;;4;N;
501;Keine Beschreibung vorhanden;Rahmgulasch vom Rind mit Spiralnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
502;Keine Beschreibung vorhanden;"Heringssalat ""Hausfrauenart"" mit Pellkartoffeln und Salatteller";N;Keine Zutaten vorhanden;;5;N;
512;Keine Beschreibung vorhanden;Gemsepfanne mit Reis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
513;Keine Beschreibung vorhanden;Geflgeleintopf mit Mettenden, Gemse und Pilzen;N;Keine Zutaten vorhanden;;5;N;
514;Keine Beschreibung vorhanden;Grnkernfrikadelle mit Bechamelkartoffeln und Salatteller;J;Keine Zutaten vorhanden;;4;N;
515;Keine Beschreibung vorhanden;Rindfleisch in Meerrettichsoáe mit Bouillongemse und Salatteller;N;Keine Zutaten vorhanden;;5;N;
516;Keine Beschreibung vorhanden;Kutterscholle mit Speck-Shrimpsoáe, Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
517;Keine Beschreibung vorhanden;Curry-Orangensuppe;J;Keine Zutaten vorhanden;;1;N;
518;Keine Beschreibung vorhanden;H„hnchenkeule mit Currysoáe, Reis und Salatteller;N;Keine Zutaten vorhanden;;5;N;
529;Keine Beschreibung vorhanden;Zuchini gefllt mit Gemse, Risottoreis und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
530;Keine Beschreibung vorhanden;Kr„utersuppe;J;Keine Zutaten vorhanden;;1;N;
531;Keine Beschreibung vorhanden;Pizza mit Thunfisch und gekochtem Schinken, Salatteller;N;Keine Zutaten vorhanden;;5;N;
532;Keine Beschreibung vorhanden;Paelle mit Lachs und Shrimps, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
533;Keine Beschreibung vorhanden;Paella mit Lachs und Shrimps, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
534;Keine Beschreibung vorhanden;Spitzkohl in K„se-Rahmsoáe mit Kartoffelbratlingen;J;Keine Zutaten vorhanden;;4;N;
535;Keine Beschreibung vorhanden;Rinderfrikadelle mit Pilz-Rahmsoáe, Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
578;Keine Beschreibung vorhanden;Miesmuschelsuppe;N;Keine Zutaten vorhanden;;1;N;
592;Keine Beschreibung vorhanden;Gemsestrudel mit Paprikasoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
761;Keine Beschreibung vorhanden;Gemser”stis mit Pilzauflauf und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
762;Keine Beschreibung vorhanden;Kohlrabisuppe mit Kr„utern;J;Keine Zutaten vorhanden;;1;N;
763;Keine Beschreibung vorhanden;Erbsensuppe mit Fleischwurst;N;Keine Zutaten vorhanden;;5;N;
764;Keine Beschreibung vorhanden;Rahmkohlrabi mit Rhrei und Kartoffelecken;J;Keine Zutaten vorhanden;;4;N;
765;Keine Beschreibung vorhanden;Rinderhackbraten mit J„gersoáe, Bechamel Kartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
766;Keine Beschreibung vorhanden;Hhnerbrhe mit Einlage;J;Keine Zutaten vorhanden;;1;N;
768;Keine Beschreibung vorhanden;Pfannengemse mit Mangosoáe, Reis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
769;Keine Beschreibung vorhanden;Blumenkohlauflauf mit Eistrich und Petersilienkartoffeln;J;Keine Zutaten vorhanden;;5;N;
770;Keine Beschreibung vorhanden;Bratwurst mit Schaschlik-Soáe, Pommes und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
771;Keine Beschreibung vorhanden;Currysuppe mit Mango;J;Keine Zutaten vorhanden;;1;N;
772;Keine Beschreibung vorhanden;Mango-Bananen-Curry mit Reis und Salatteller;J;Keine Zutaten vorhanden;;5;N;
773;Keine Beschreibung vorhanden;Rinderbraten mit Gnocchi und Salatteller;N;Keine Zutaten vorhanden;;5;N;
774;Keine Beschreibung vorhanden;Schollenfilet mit Schnittlauchsoáe, Salzkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
775;Keine Beschreibung vorhanden;Gemsenudeln mit Tomatenconcasse und Salatteleller;J;Keine Zutaten vorhanden;;4;N;
776;Keine Beschreibung vorhanden;Falsches Filet in Meerrettichsoáe, Kartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
785;Keine Beschreibung vorhanden;Spanische Minestrone ;J;Keine Zutaten vorhanden;;1;N;
786;Keine Beschreibung vorhanden;K„sesp„tzle mit Salatteller;J;Keine Zutaten vorhanden;;4;N;
787;Keine Beschreibung vorhanden;Rindfleischbuletten mit Rahmkohlrabi und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
788;Keine Beschreibung vorhanden;Fenchelsuppe;J;Keine Zutaten vorhanden;;1;N;
789;Keine Beschreibung vorhanden;Blumenkohlr”schen in Wallnuss-Kr„utersoáe mit Kartoffelgratine und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
790;Keine Beschreibung vorhanden;Tomatensuppe mit Nudeln;J;Keine Zutaten vorhanden;;1;N;
791;Keine Beschreibung vorhanden;Frchte-Milchreis mit Kirschkompott;J;Keine Zutaten vorhanden;;4;N;
792;Keine Beschreibung vorhanden;Pizza mit Schinken und Mozarella, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
793;Keine Beschreibung vorhanden;Bouillabaisse mit Lachsfilet und Garnelen, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
794;Keine Beschreibung vorhanden;Zitronensuppe mit Lauch;J;Keine Zutaten vorhanden;;1;N;
795;Keine Beschreibung vorhanden;J„gerschnitzel mit Pommes und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
796;Keine Beschreibung vorhanden;Kirsch-Pfannkuchen mit Ananas-Quark;J;Keine Zutaten vorhanden;;4;N;
803;Keine Beschreibung vorhanden;Sákartoffeln mit Gemsefllung, Currydip und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
804;Keine Beschreibung vorhanden;Rahmwirsing mit Bratwurst und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
478;Keine Beschreibung vorhanden;Suppe mit Schnittlauch;J;Keine Zutaten vorhanden;;1;N;
479;Keine Beschreibung vorhanden;Maispl„tzchen mit Paprikadip und Salatteller;J;Keine Zutaten vorhanden;;4;N;
489;Keine Beschreibung vorhanden;Linsensuppe;J;Keine Zutaten vorhanden;;1;N;
490;Keine Beschreibung vorhanden;Gemseragout mit Krbis, Rosmarinkartoffeln und Salatteller;J;Keine Zutaten vorhanden;;5;N;
491;Keine Beschreibung vorhanden;Rahmgeschnetzeltes vom Rind mit Paprika, Pilzen und Kartoffelpree, Salatteller;N;Keine Zutaten vorhanden;;5;N;
492;Keine Beschreibung vorhanden;Penne Nudeln mit Ratatouille Gemse-Pasta und Salatteller;J;Keine Zutaten vorhanden;;4;N;
493;Keine Beschreibung vorhanden;Brokkolir”schen in Rahmsoáe mit Berner R”sti, Tomaten und K„se berbacken;J;Keine Zutaten vorhanden;;4;N;
494;Keine Beschreibung vorhanden;Rinderfrikadellen mit Bratkartoffeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
495;Keine Beschreibung vorhanden;Lachssteak an Pfeffersoáe mit Blattspinat und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
496;Keine Beschreibung vorhanden;Linsengemse mit K„sesp„tzle, Salatteller;J;Keine Zutaten vorhanden;;4;N;
497;Keine Beschreibung vorhanden;Fleischk„se mit Schalottensoáe, Pommes und Salatteller;N;Keine Zutaten vorhanden;;5;N;
582;Keine Beschreibung vorhanden;Blumenkohl in Sauce Hollandaise mit Kartoffelechen und Salatteller;J;Keine Zutaten vorhanden;;4;N;
583;Keine Beschreibung vorhanden;G„nsekeule mit Apfelrotkohl und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
584;Keine Beschreibung vorhanden;"Gemse-Pilzpfanne mit Kr„uterdip, Bratkartoffeln und Salatteller	";J;Keine Zutaten vorhanden;;4;N;
611;Keine Beschreibung vorhanden;Wok Gemse mit Sojasoáe, Rhrei und Vollkornreis, Salatteller;J;Keine Zutaten vorhanden;;4;N;
612;Keine Beschreibung vorhanden;Fleischk„se mit Kartoffelsalat und Salatteller;N;Keine Zutaten vorhanden;;5;N;
613;Keine Beschreibung vorhanden;Maultaschen mit Gemsefllung, Tomatensoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
614;Keine Beschreibung vorhanden;Serbischer Bohneneintopf mit Mettenden und Rindfleisch;N;Keine Zutaten vorhanden;;5;N;
615;Keine Beschreibung vorhanden;Blumenkohlsuppe mit Curry;J;Keine Zutaten vorhanden;;1;N;
616;Keine Beschreibung vorhanden;Polenta mit Ratatouillegemse und Salatteller;J;Keine Zutaten vorhanden;;4;N;
617;Keine Beschreibung vorhanden;Geschnetzeltes vom Schwein mit Paprika, Sp„tzle und Salatteller;N;Keine Zutaten vorhanden;;5;N;
618;Keine Beschreibung vorhanden;Gemsebrhe mit Reis;J;Keine Zutaten vorhanden;;1;N;
619;Keine Beschreibung vorhanden;Pizza mit Spinat und Garnelen, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
620;Keine Beschreibung vorhanden;Gemse Chop Suey, buntes Pfannengemse in Sojasoáe mit Reisnudeln und Salatteller;J;Keine Zutaten vorhanden;;4;N;
621;Keine Beschreibung vorhanden;Gefllte Paprikaschote mit Rinderhack, Pilzsoáe und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
646;Keine Beschreibung vorhanden;Rinderhack mit Ratatouille Gemse, Spiralnudeln und Salatteller;N;Keine Zutaten vorhanden;;5;N;
647;Keine Beschreibung vorhanden;Gemser”stis mit Brokkoli und Salatteller;J;Keine Zutaten vorhanden;;4;N;
648;Keine Beschreibung vorhanden;Gemsegratin mit Kartoffelecken und Salatteller;J;Keine Zutaten vorhanden;;4;N;
649;Keine Beschreibung vorhanden;"Schnitzel ""J„ger Art"" mit Salzkartoffeln und Salatteller ";N;Keine Zutaten vorhanden;;5;N;
650;Keine Beschreibung vorhanden;Pizza mit Lachs und Spinat, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
651;Keine Beschreibung vorhanden;Lachsschnitte in Schnittlauchsoáe mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
652;Keine Beschreibung vorhanden;Lauchsuppe mit Garnelen;N;Keine Zutaten vorhanden;;1;N;
653;Keine Beschreibung vorhanden;Himmel und Erde mit Blattsalat ;N;Keine Zutaten vorhanden;;5;N;
667;Keine Beschreibung vorhanden;Grieásouffle mit Obstkompott;J;Keine Zutaten vorhanden;;4;N;
668;Keine Beschreibung vorhanden;Gehacktes vom Lamm mit Ratatouillegemse, Kartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
669;Keine Beschreibung vorhanden;Eintopf (Sorte folgt noch);N;Keine Zutaten vorhanden;;4;N;
670;Keine Beschreibung vorhanden;Kr„utersuppe mit weiáen Bohnen ;J;Keine Zutaten vorhanden;;1;N;
671;Keine Beschreibung vorhanden;Currygemse mit Mango und Wildreis, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
672;Keine Beschreibung vorhanden;Schweineschmorbraten mit Bayrisch Kraut und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
673;Keine Beschreibung vorhanden;Legierte Hhnerbrhe mit Champignons;J;Keine Zutaten vorhanden;;1;N;
674;Keine Beschreibung vorhanden;Pizza mit Artischocken, gekochtem Schinken, Garnelen und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
675;Keine Beschreibung vorhanden;Kabeljau grateniert mit Kr„utersoáe, Kartoffelpree und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
676;Keine Beschreibung vorhanden;Gebackener Blumenkohl mit Curry-Mangosoáe, Kroketten und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
677;Keine Beschreibung vorhanden;Schweinekotelett mit Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
679;Keine Beschreibung vorhanden;Paprikaschiffchen mit Fetak„se, Tomatensoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
680;Keine Beschreibung vorhanden;Bohneneintopf mit Kidneybohnen, Mettenden und Rindfleisch;N;Keine Zutaten vorhanden;;5;N;
681;Keine Beschreibung vorhanden;Gemse-Kartoffelgratine mit Lauchsoáe und Salatteller;J;Keine Zutaten vorhanden;;4;N;
682;Keine Beschreibung vorhanden;H„hnchenbrust mit Brokkoligemse und Kroketten;N;Keine Zutaten vorhanden;;5;N;
683;Keine Beschreibung vorhanden;Suppe von roten Linsen;J;Keine Zutaten vorhanden;;1;N;
684;Keine Beschreibung vorhanden;Paella mit div. Fisch und Garnelen, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
685;Keine Beschreibung vorhanden;Gemsesuppe mit Graupen;J;Keine Zutaten vorhanden;;1;N;
686;Keine Beschreibung vorhanden;Teigtaschen mit Gemsefllung, Salatteller;J;Keine Zutaten vorhanden;;4;N;
687;Keine Beschreibung vorhanden;Rahmgeschnetzeltes vom Schweinercken mit Paprika, Sp„tzle und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
724;Keine Beschreibung vorhanden;Gemsecurry mit Cuscus und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
725;Keine Beschreibung vorhanden;Spargeltopf mit Schweinefilet, Petersilienkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
777;Keine Beschreibung vorhanden;Suppe mit Austernpilzen;J;Keine Zutaten vorhanden;;1;N;
778;Keine Beschreibung vorhanden;Apfel-Pfannkuchen mit Frchtequark;J;Keine Zutaten vorhanden;;4;N;
817;Keine Beschreibung vorhanden;Krbisragout mit Paprika und Kartoffel-Kr„uterpree, Salatteller ;J;Keine Zutaten vorhanden;;5;N;
818;Keine Beschreibung vorhanden;Bratwurst mit J„gersoáe, Blumenkohl und Kartoffeln;N;Keine Zutaten vorhanden;;5;N;
819;Keine Beschreibung vorhanden;Bandnudeln mit Gemsestreifen, Pilzen, Parmesan und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
820;Keine Beschreibung vorhanden;Kohleintopf mit Ger„uchertem;N;Keine Zutaten vorhanden;;5;N;
821;Keine Beschreibung vorhanden;Fischfilet im Gemsebett mit K„se berbacken, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
822;Keine Beschreibung vorhanden;Polenta mit Tomatenconfit, Fetak„se und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
823;Keine Beschreibung vorhanden;H„hnchenkeule mit Gemsecurry und Reisbeilage;N;Keine Zutaten vorhanden;;5;N;
825;Keine Beschreibung vorhanden;Grnkernbratlinge mit Tomatenkonfit und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
826;Keine Beschreibung vorhanden;Linseneintopf mit Mettenden und durchwachsenem Speck;N;Keine Zutaten vorhanden;;5;N;
827;Keine Beschreibung vorhanden;Mischpilzsuppe;J;Keine Zutaten vorhanden;;1;N;
828;Keine Beschreibung vorhanden;Krbisragout mit K„ser”stis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
829;Keine Beschreibung vorhanden;Rinderschmorbraten mit Petersilienkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
839;Keine Beschreibung vorhanden;Bratwurst mit Stielmus und Kartoffelpree;N;Keine Zutaten vorhanden;;5;N;
840;Keine Beschreibung vorhanden;Omlette mit Spinat und Salzkartoffeln;J;Keine Zutaten vorhanden;;4;N;
841;Keine Beschreibung vorhanden;Weiáer Bohneneintopf mit Salami und durchwachsenem Speck;N;Keine Zutaten vorhanden;;5;N;
842;Keine Beschreibung vorhanden;Rahmgeschnetzeltes vom Schwein mit Sp„tzle u. Salatteller ;N;Keine Zutaten vorhanden;;5;N;
843;Keine Beschreibung vorhanden;Gebratener Rotbarschfilet mit mediterranem Gemse, Risoleekartoffeln ;N;Keine Zutaten vorhanden;;5;N;
844;Keine Beschreibung vorhanden;Paprika gefllt mit Krbischutney, Basmati-Reis und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
847;Keine Beschreibung vorhanden;Camembert mit Preiselbeeren, Kroketten und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
848;Keine Beschreibung vorhanden;Gemse-Reispfanne mit Geflgel und Salatteller;N;Keine Zutaten vorhanden;;5;N;
849;Keine Beschreibung vorhanden;Pfifferling-Rahmsuppe;J;Keine Zutaten vorhanden;;1;N;
850;Keine Beschreibung vorhanden;Lachssteak in Tomatensoáe mit Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
851;Keine Beschreibung vorhanden;Zuchinisuppe;J;Keine Zutaten vorhanden;;1;N;
852;Keine Beschreibung vorhanden;Indisches Kokos-Curry mit Tofu und Kartoffeln, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
854;Keine Beschreibung vorhanden;Maultaschen in Tomatensoáe und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
855;Keine Beschreibung vorhanden;Krustenbraten mit Erbsen-M”hrengemse und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
856;Keine Beschreibung vorhanden;Kartoffelgratine mit Rhrei und Spinat ;J;Keine Zutaten vorhanden;;4;N;
890;Keine Beschreibung vorhanden;Krbisragout mit Ananas und K„se berbacken, Kartoffel-Selleriepree und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
891;Keine Beschreibung vorhanden;H„hnchenbrust in Eihlle mit Rahmsoáe, Brokkoligemse und Butterreis ;N;Keine Zutaten vorhanden;;5;N;
892;Keine Beschreibung vorhanden;Kaiserschmarrn mit Vanillesoáe und Apfelkompott;J;Keine Zutaten vorhanden;;4;N;
893;Keine Beschreibung vorhanden;Wirsingtopf mit Kassler und ger„uchertem Speck;N;Keine Zutaten vorhanden;;5;N;
894;Keine Beschreibung vorhanden;Farfalle mit Gemsepaste und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
895;Keine Beschreibung vorhanden;Lachsschnitte mit Fenchelgemse, Tomatensoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
896;Keine Beschreibung vorhanden;Paprikaschiffchen, gefllt mit Gemsecouscous, Fetak„se, Kartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
897;Keine Beschreibung vorhanden;Schweinekotelett mit Rahmwirsing und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
903;Keine Beschreibung vorhanden;Gefllter Crepe mit Gemse an Mango-Currysoáe, Salatteller ;J;Keine Zutaten vorhanden;;4;N;
904;Keine Beschreibung vorhanden;šberbackener Fenchel mit Tomatenkonfit, Kartoffelecken und Salatteller;J;Keine Zutaten vorhanden;;5;N;
905;Keine Beschreibung vorhanden;H„hnchenbrust mit Thaigemse und Basmatireis;N;Keine Zutaten vorhanden;;5;N;
906;Keine Beschreibung vorhanden;Paella mit Miesmuscheln, Lachs und Shrimps, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
907;Keine Beschreibung vorhanden;Suppe von gelber Beete ;J;Keine Zutaten vorhanden;;1;N;
908;Keine Beschreibung vorhanden;Polentaauflauf mit Kartoffeln und Paprika, Salatteller;J;Keine Zutaten vorhanden;;5;N;
909;Keine Beschreibung vorhanden;Geflgelcurry mit Gemse und Butterreis, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
925;Keine Beschreibung vorhanden;Ratatouille Gemse mit Kartoffelgratine ;J;Keine Zutaten vorhanden;;4;N;
926;Keine Beschreibung vorhanden;Gefllte Paprika mit Zuchini, Fetak„se, Reis und Salatteller;J;Keine Zutaten vorhanden;;4;N;
927;Keine Beschreibung vorhanden;Schmelzkarotten mit Sellerie-Kartoffelpree und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
928;Keine Beschreibung vorhanden;Sauerbraten mit Rotkohl und Kl”áen;N;Keine Zutaten vorhanden;;5;N;
929;Keine Beschreibung vorhanden;Gratinierter Kabeljau mit Salzkartoffeln und Salatteller i;N;Keine Zutaten vorhanden;;5;N;
931;Keine Beschreibung vorhanden;Penne Nudeln mit Carbonara und Salatteller;N;Keine Zutaten vorhanden;;5;N;
932;Keine Beschreibung vorhanden;Pichelsteiner Eintopf mit Mettenden und Salatteller;N;Keine Zutaten vorhanden;;5;N;
946;Keine Beschreibung vorhanden;Kalbszunge mit Salzkartoffeln und Schnittlauchsoáe, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
952;Keine Beschreibung vorhanden;Gebratene Forelle mit Mandelbutter Salzkartoffeln, Salatteller;N;Keine Zutaten vorhanden;;5;N;
953;Keine Beschreibung vorhanden;Blumenkohl mit Mango, Karotten, Kartoffeln und Sá-Sauer, Salatteller ;J;Keine Zutaten vorhanden;;5;N;
954;Keine Beschreibung vorhanden;Kotelett mit Rosenkohl und Salzkartoffeln ;N;Keine Zutaten vorhanden;;5;N;
965;Keine Beschreibung vorhanden;Krbisgemse mit Paprika und Kartoffeln, Salatteller;J;Keine Zutaten vorhanden;;5;N;
966;Keine Beschreibung vorhanden;Aubergine mit Polenta und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
967;Keine Beschreibung vorhanden;Pizza mit Lachs und Schinken, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
870;Keine Beschreibung vorhanden;Curry Geschnetzeltes von der H„hnchenbrust mit Butterreis und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
968;Keine Beschreibung vorhanden;Matjesfilet in Dill-Sahnesoáe, Salzkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
969;Keine Beschreibung vorhanden;K„seomelett mit Tomaten, Bratkartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
970;Keine Beschreibung vorhanden;Schweinesteak in Eihlle, Tomatensoáe, Nudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
986;Keine Beschreibung vorhanden;Bauernomelette mit Salatteller ;J;Keine Zutaten vorhanden;;4;N;
987;Keine Beschreibung vorhanden;Paprika-Rahmgulasch mit Spiralnudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
988;Keine Beschreibung vorhanden;Paella mit Lachs und Geflgel, Salatteller ;N;Keine Zutaten vorhanden;;5;N;
989;Keine Beschreibung vorhanden;Gemser”sti mit Brokkolischmand und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
990;Keine Beschreibung vorhanden;šberbackenes Kotelette mit Mais, Kroketten und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
1.030;Keine Beschreibung vorhanden;Apfelpfannkuchen mit Vanillequark;J;Keine Zutaten vorhanden;;4;N;
1.031;Keine Beschreibung vorhanden;Rahmsuppe von Erbsen;J;Keine Zutaten vorhanden;;1;N;
1.032;Keine Beschreibung vorhanden;Spargelragout mit Soáe Holandaise und Schwenkkartoffeln, Salatteller ;J;Keine Zutaten vorhanden;;5;N;
1.033;Keine Beschreibung vorhanden;Gemseauflauf mit Tomatenreis und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
1.034;Keine Beschreibung vorhanden;Hackfleischb„llchen in Rahmsoáe mit Bandnudeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
1.040;Keine Beschreibung vorhanden;Kartoffelomelette mit Feta und Spinat, Salatteller;J;Keine Zutaten vorhanden;;5;N;
1.041;Keine Beschreibung vorhanden;Spieábraten mit Bratkartoffeln und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
1.042;Keine Beschreibung vorhanden;Lachssteak mit Blumenkohl und Salzkartoffeln;N;Keine Zutaten vorhanden;;5;N;
1.043;Keine Beschreibung vorhanden;Blumenkohlauflauf mit Kartoffelecken und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
1.044;Keine Beschreibung vorhanden;H„hnchenbrust in Currysoáe mit Reis und Salatteller ;N;Keine Zutaten vorhanden;;5;N;
1.045;Keine Beschreibung vorhanden;Chillinudeln mit Zuchini und Pilzen in K„sesoáe, Salatteller ;J;Keine Zutaten vorhanden;;5;N;
1.053;Keine Beschreibung vorhanden;Milchreisauflauf mit Erdbeeren ;J;Keine Zutaten vorhanden;;4;N;
1.085;Keine Beschreibung vorhanden;Weiáer Bohneneintopf mit durchwachsenem Speck und Mettenden;N;Keine Zutaten vorhanden;;5;N;
1.086;Keine Beschreibung vorhanden;Zucchinisuppe;J;Keine Zutaten vorhanden;;1;N;
1.087;Keine Beschreibung vorhanden;Gemsequiche mit Paprikadip und Salatteller ;J;Keine Zutaten vorhanden;;4;N;
1.088;Keine Beschreibung vorhanden;Brokkoli-Blumenkohlcurry mit Sákartoffeln und Salatteller ;J;Keine Zutaten vorhanden;;5;N;
1.089;Keine Beschreibung vorhanden;Zwetschgen-Pfannkuchen mit Aprikosenquark;J;Keine Zutaten vorhanden;;4;N;
